mean_score,std dev score, max_features, min_samples_split, criterion, max_depth, min_samples_leaf
0.815421659471,0.0331128534219,log2,64,gini,9,4096
0.827561527073,0.0333060364802,log2,512,gini,9,4096
0.82072833305,0.0284917428587,log2,1024,gini,9,4096
0.827891660616,0.0156945759613,log2,2048,gini,9,4096
0.815950014078,0.0249066914305,log2,4096,gini,9,4096
0.81949988368,0.0274718199307,log2,8192,gini,9,4096
0.827838160772,0.0156466810286,log2,16384,gini,9,4096
0.728975121686,0.119696678552,log2,2,gini,9,8192
0.804537552682,0.023852866793,log2,16,gini,9,8192
0.80027958515,0.0256645158214,log2,64,gini,9,8192
0.728975121686,0.119696678552,log2,512,gini,9,8192
0.773300140182,0.0780245859123,log2,1024,gini,9,8192
0.745426715363,0.1265446469,log2,2048,gini,9,8192
0.786232734493,0.0838564353671,log2,4096,gini,9,8192
0.773300140182,0.0780245859123,log2,8192,gini,9,8192
0.73941760212,0.0643396259575,log2,16384,gini,9,8192
0.733322379464,0.104162591613,log2,2,gini,9,16384
0.796348812766,0.0278933099071,log2,16,gini,9,16384
0.685827721917,0.128519912304,log2,64,gini,9,16384
0.59484789788,0.0734487839284,log2,512,gini,9,16384
0.783417797301,0.0728182619812,log2,1024,gini,9,16384
0.698425746544,0.104252753428,log2,2048,gini,9,16384
0.784445963366,0.0724648707326,log2,4096,gini,9,16384
0.76513542016,0.0637227670115,log2,8192,gini,9,16384
0.772043528674,0.0714809260517,log2,16384,gini,9,16384
0.968653308908,0.000496865257967,None,2,gini,10,2
0.968440263267,0.000611651031235,None,16,gini,10,2
0.965499780829,0.000694896690211,None,64,gini,10,2
0.936092361666,0.00614762188747,None,512,gini,10,2
0.935267676587,0.00237561870713,None,1024,gini,10,2
0.919213424315,0.00228336815216,None,2048,gini,10,2
0.899413479308,0.0109706516626,None,4096,gini,10,2
0.854340439071,0.00243502292572,None,8192,gini,10,2
0.854145654846,0.00201147080584,None,16384,gini,10,2
0.965773448423,0.00158488911651,None,2,gini,10,16
0.965852340313,0.00155470802959,None,16,gini,10,16
0.964608087689,0.000447150190299,None,64,gini,10,16
0.935776519039,0.00640280734766,None,512,gini,10,16
0.935127335098,0.00241917691251,None,1024,gini,10,16
0.919085619678,0.00229665260598,None,2048,gini,10,16
0.899300694379,0.011105824583,None,4096,gini,10,16
0.854213383874,0.00258868984126,None,8192,gini,10,16
0.854145654846,0.00201147080584,None,16384,gini,10,16
0.951624375702,0.00226494117032,None,2,gini,10,64
0.951624375702,0.00226494117032,None,16,gini,10,64
0.951624375702,0.00226494117032,None,64,gini,10,64
0.934964737958,0.00604515070175,None,512,gini,10,64
0.935143546731,0.00255767892858,None,1024,gini,10,64
0.91907934013,0.00241408426264,None,2048,gini,10,64
0.898785513153,0.0110700559823,None,4096,gini,10,64
0.853702638485,0.00262120923137,None,8192,gini,10,64
0.854145654846,0.00201147080584,None,16384,gini,10,64
0.918991741422,0.00614046128251,None,2,gini,10,512
0.918991741422,0.00614046128251,None,16,gini,10,512
0.918991741422,0.00614046128251,None,64,gini,10,512
0.918991741422,0.00614046128251,None,512,gini,10,512
0.918991741422,0.00614046128251,None,1024,gini,10,512
0.905988470932,0.00279105305563,None,2048,gini,10,512
0.899225965863,0.0104494354668,None,4096,gini,10,512
0.854145654846,0.00201147080584,None,8192,gini,10,512
0.854145654846,0.00201147080584,None,16384,gini,10,512
0.926707418508,0.00188741674438,None,2,gini,10,1024
0.926707418508,0.00188741674438,None,16,gini,10,1024
0.926707418508,0.00188741674438,None,64,gini,10,1024
0.926707418508,0.00188741674438,None,512,gini,10,1024
0.926707418508,0.00188741674438,None,1024,gini,10,1024
0.926707418508,0.00188741674438,None,2048,gini,10,1024
0.89291003534,0.0106470858317,None,4096,gini,10,1024
0.854145654846,0.00201147080584,None,8192,gini,10,1024
0.854145654846,0.00201147080584,None,16384,gini,10,1024
0.861843963076,0.0121708828755,None,2,gini,10,2048
0.861843963076,0.0121708828755,None,16,gini,10,2048
0.861843963076,0.0121708828755,None,64,gini,10,2048
0.861843963076,0.0121708828755,None,512,gini,10,2048
0.861843963076,0.0121708828755,None,1024,gini,10,2048
0.861843963076,0.0121708828755,None,2048,gini,10,2048
0.861843963076,0.0121708828755,None,4096,gini,10,2048
0.854145654846,0.00201147080584,None,8192,gini,10,2048
0.854145654846,0.00201147080584,None,16384,gini,10,2048
0.854145654846,0.00201147080584,None,2,gini,10,4096
0.854145654846,0.00201147080584,None,16,gini,10,4096
0.854145654846,0.00201147080584,None,64,gini,10,4096
0.854145654846,0.00201147080584,None,512,gini,10,4096
0.854145654846,0.00201147080584,None,1024,gini,10,4096
0.854145654846,0.00201147080584,None,2048,gini,10,4096
0.854145654846,0.00201147080584,None,4096,gini,10,4096
0.854145654846,0.00201147080584,None,8192,gini,10,4096
0.854145654846,0.00201147080584,None,16384,gini,10,4096
0.854145654846,0.00201147080584,None,2,gini,10,8192
0.854145654846,0.00201147080584,None,16,gini,10,8192
0.854145654846,0.00201147080584,None,64,gini,10,8192
0.854145654846,0.00201147080584,None,512,gini,10,8192
0.854145654846,0.00201147080584,None,1024,gini,10,8192
0.854145654846,0.00201147080584,None,2048,gini,10,8192
0.854145654846,0.00201147080584,None,4096,gini,10,8192
0.854145654846,0.00201147080584,None,8192,gini,10,8192
0.854145654846,0.00201147080584,None,16384,gini,10,8192
0.847312460823,0.00835717451844,None,2,gini,10,16384
0.847312460823,0.00835717451844,None,16,gini,10,16384
0.847312460823,0.00835717451844,None,64,gini,10,16384
0.847312460823,0.00835717451844,None,512,gini,10,16384
0.847312460823,0.00835717451844,None,1024,gini,10,16384
0.847312460823,0.00835717451844,None,2048,gini,10,16384
0.847312460823,0.00835717451844,None,4096,gini,10,16384
0.847312460823,0.00835717451844,None,8192,gini,10,16384
0.847312460823,0.00835717451844,None,16384,gini,10,16384
0.947478289212,0.00158700740485,sqrt,2,gini,10,2
0.929093529611,0.0142469084892,sqrt,16,gini,10,2
0.949827966086,0.00568752857109,sqrt,64,gini,10,2
0.921024484594,0.0119655415948,sqrt,512,gini,10,2
0.887166228144,0.010412900203,sqrt,1024,gini,10,2
0.873011132798,0.00703685140167,sqrt,2048,gini,10,2
0.847920880631,0.0115450575799,sqrt,4096,gini,10,2
0.835038022674,0.0432225320857,sqrt,8192,gini,10,2
0.819069228269,0.0482341975931,sqrt,16384,gini,10,2
0.944294351667,0.00667233588923,sqrt,2,gini,10,16
0.946562520775,0.00396918487443,sqrt,16,gini,10,16
0.946761541363,0.00267908454588,sqrt,64,gini,10,16
0.928566538936,0.0065247875706,sqrt,512,gini,10,16
0.896457574891,0.0166322072186,sqrt,1024,gini,10,16
0.889078628286,0.00517721608715,sqrt,2048,gini,10,16
0.850642862697,0.00854449605723,sqrt,4096,gini,10,16
0.832848912568,0.0200343534516,sqrt,8192,gini,10,16
0.827775939757,0.0266115833417,sqrt,16384,gini,10,16
0.932136517164,0.0022955581182,sqrt,2,gini,10,64
0.926858549239,0.00536685581723,sqrt,16,gini,10,64
0.931867483855,0.00362057534451,sqrt,64,gini,10,64
0.916732367571,0.0036018310592,sqrt,512,gini,10,64
0.896782538904,0.00456114412097,sqrt,1024,gini,10,64
0.86745473932,0.0138886770395,sqrt,2048,gini,10,64
0.866056117954,0.0143602896183,sqrt,4096,gini,10,64
0.841582057601,0.0130425372386,sqrt,8192,gini,10,64
0.808740154567,0.0253096377393,sqrt,16384,gini,10,64
0.870204352173,0.0154172409014,sqrt,2,gini,10,512
0.889301444642,0.00186069284516,sqrt,16,gini,10,512
0.889789379874,0.00890352455249,sqrt,64,gini,10,512
0.876245564174,0.0129370540569,sqrt,512,gini,10,512
0.886536737302,0.0205093448729,sqrt,1024,gini,10,512
0.878636862635,0.00925565294412,sqrt,2048,gini,10,512
0.851880064247,0.0151673102506,sqrt,4096,gini,10,512
0.814067077281,0.0433587382129,sqrt,8192,gini,10,512
0.846631657172,0.0205746271691,sqrt,16384,gini,10,512
0.861772665854,0.0103005693857,sqrt,2,gini,10,1024
0.855949565275,0.00665921909085,sqrt,16,gini,10,1024
0.846957998841,0.03627124357,sqrt,64,gini,10,1024
0.861884740541,0.0137909360952,sqrt,512,gini,10,1024
0.862834121483,0.0137318205425,sqrt,1024,gini,10,1024
0.860882546942,0.0450193172341,sqrt,2048,gini,10,1024
0.860256053143,0.0198677294811,sqrt,4096,gini,10,1024
0.824820249174,0.0270662520351,sqrt,8192,gini,10,1024
0.815926326927,0.0248315419071,sqrt,16384,gini,10,1024
0.833043778693,0.00832594156198,sqrt,2,gini,10,2048
0.839516247072,0.00962023287194,sqrt,16,gini,10,2048
0.817412983799,0.0249214041237,sqrt,64,gini,10,2048
0.825761677756,0.00661982815222,sqrt,512,gini,10,2048
0.859876239692,0.0092371523224,sqrt,1024,gini,10,2048
0.844905582886,0.0118027275133,sqrt,2048,gini,10,2048
0.856374486554,0.0146554289805,sqrt,4096,gini,10,2048
0.819114881876,0.0311895114717,sqrt,8192,gini,10,2048
0.810487967361,0.0398234082109,sqrt,16384,gini,10,2048
0.812795874916,0.0465876978703,sqrt,2,gini,10,4096
0.818343750423,0.039905212197,sqrt,16,gini,10,4096
0.857177819736,0.00410126509899,sqrt,64,gini,10,4096
0.826639881615,0.0173121295997,sqrt,512,gini,10,4096
0.817747861629,0.0363091065027,sqrt,1024,gini,10,4096
0.806864351437,0.0348781534767,sqrt,2048,gini,10,4096
0.835173456053,0.000725574065551,sqrt,4096,gini,10,4096
0.826894952821,0.0235352338874,sqrt,8192,gini,10,4096
0.82638987245,0.0266126471634,sqrt,16384,gini,10,4096
0.816891078913,0.0255157041903,sqrt,2,gini,10,8192
0.778345489379,0.109911975105,sqrt,16,gini,10,8192
0.810491154737,0.0290385046845,sqrt,64,gini,10,8192
0.808467232104,0.0187027775611,sqrt,512,gini,10,8192
0.847312460823,0.00835717451844,sqrt,1024,gini,10,8192
0.816229872051,0.0377604015686,sqrt,2048,gini,10,8192
0.83945384103,0.012401016929,sqrt,4096,gini,10,8192
0.843267458661,0.0325830826785,sqrt,8192,gini,10,8192
0.84891475859,0.00935353484973,sqrt,16384,gini,10,8192
0.746186559704,0.090589559668,sqrt,2,gini,10,16384
0.692708282499,0.112051650271,sqrt,16,gini,10,16384
0.694023043956,0.113830071775,sqrt,64,gini,10,16384
0.651186377591,0.133088691077,sqrt,512,gini,10,16384
0.674625921901,0.0870148496299,sqrt,1024,gini,10,16384
0.652647382174,0.0447215294857,sqrt,2048,gini,10,16384
0.61073054963,0.0660404129097,sqrt,4096,gini,10,16384
0.604497615958,0.0166733425101,sqrt,8192,gini,10,16384
0.681479743716,0.109696264141,sqrt,16384,gini,10,16384
0.946335069989,0.00817346000772,log2,2,gini,10,2
0.940110942539,0.00655182962535,log2,16,gini,10,2
0.943767898475,0.0027423043374,log2,64,gini,10,2
0.913758970268,0.0126039462212,log2,512,gini,10,2
0.899874097206,0.00804097149347,log2,1024,gini,10,2
0.875835581649,0.0079300271925,log2,2048,gini,10,2
0.874256049843,0.0172586186044,log2,4096,gini,10,2
0.817049166316,0.0488049884787,log2,8192,gini,10,2
0.720688836516,0.0561638688238,log2,16384,gini,10,2
0.945691040148,0.00642865973815,log2,2,gini,10,16
0.939646762684,0.00536084061901,log2,16,gini,10,16
0.933119129605,0.0026179845371,log2,64,gini,10,16
0.91225655257,0.0077520315102,log2,512,gini,10,16
0.901978539048,0.00125970630635,log2,1024,gini,10,16
0.859745716182,0.00873285671883,log2,2048,gini,10,16
0.877580180811,0.0176707328016,log2,4096,gini,10,16
0.8708623542,0.00281965634363,log2,8192,gini,10,16
0.841211561032,0.0170172974498,log2,16384,gini,10,16
0.928585109837,0.0126018298713,log2,2,gini,10,64
0.922486964382,0.00408829785827,log2,16,gini,10,64
0.931922212846,0.000627176638051,log2,64,gini,10,64
0.906318767738,0.00654037403241,log2,512,gini,10,64
0.910733005107,0.00714333407133,log2,1024,gini,10,64
0.872359709522,0.00113187216661,log2,2048,gini,10,64
0.854963727931,0.0126274330487,log2,4096,gini,10,64
0.859239985114,0.018806497226,log2,8192,gini,10,64
0.807933304544,0.034015018107,log2,16384,gini,10,64
0.882388300878,0.0056372030729,log2,2,gini,10,512
0.865284683996,0.00633656301891,log2,16,gini,10,512
0.882485041665,0.00881760176942,log2,64,gini,10,512
0.877047942407,0.00488162301568,log2,512,gini,10,512
0.88184259637,0.00697160420353,log2,1024,gini,10,512
0.874414474247,0.0121364964215,log2,2048,gini,10,512
0.841748065989,0.014136460267,log2,4096,gini,10,512
0.834119285074,0.00936259542205,log2,8192,gini,10,512
0.851872318762,0.00473941137223,log2,16384,gini,10,512
0.863828741464,0.011863772139,log2,2,gini,10,1024
0.854953535982,0.00918777474995,log2,16,gini,10,1024
0.852980135717,0.00665301159497,log2,64,gini,10,1024
0.862664626201,0.00421232303846,log2,512,gini,10,1024
0.857459245499,0.0124751429315,log2,1024,gini,10,1024
0.846681883517,0.0199474163025,log2,2048,gini,10,1024
0.850535740319,0.0143687059069,log2,4096,gini,10,1024
0.844550198222,0.00136479405541,log2,8192,gini,10,1024
0.809821333349,0.026128435661,log2,16384,gini,10,1024
0.820119875828,0.0278908405963,log2,2,gini,10,2048
0.824232407658,0.0112811049297,log2,16,gini,10,2048
0.825351819237,0.0122388135633,log2,64,gini,10,2048
0.854006444305,0.0141264581755,log2,512,gini,10,2048
0.844801631047,0.00942006873413,log2,1024,gini,10,2048
0.820119875828,0.0278908405963,log2,2048,gini,10,2048
0.846919503438,0.00815604053938,log2,4096,gini,10,2048
0.83094939538,0.0350237888161,log2,8192,gini,10,2048
0.847498328433,0.0128537861103,log2,16384,gini,10,2048
0.811596760544,0.0468437422938,log2,2,gini,10,4096
0.820921202473,0.0431601705764,log2,16,gini,10,4096
0.798605458456,0.0251321223235,log2,64,gini,10,4096
0.830629138133,0.0352023682553,log2,512,gini,10,4096
0.855533007055,0.00753198103526,log2,1024,gini,10,4096
0.848161240714,0.0103083754072,log2,2048,gini,10,4096
0.798210394115,0.0288647372842,log2,4096,gini,10,4096
0.78784409824,0.0177234602561,log2,8192,gini,10,4096
0.793913210649,0.0322516710638,log2,16384,gini,10,4096
0.786833789335,0.0357804517877,log2,2,gini,10,8192
0.792926050865,0.0436490178486,log2,16,gini,10,8192
0.722478036306,0.119068596397,log2,64,gini,10,8192
0.813368448023,0.0294168588098,log2,512,gini,10,8192
0.777429563308,0.0647543097382,log2,1024,gini,10,8192
0.813128850119,0.0449633859212,log2,2048,gini,10,8192
0.808655036576,0.030890780172,log2,4096,gini,10,8192
0.845007470157,0.0394154357129,log2,8192,gini,10,8192
0.81462357301,0.0440688434231,log2,16384,gini,10,8192
0.805586570184,0.0348501206929,log2,2,gini,10,16384
0.545229879026,0.386719299976,log2,16,gini,10,16384
0.74066255957,0.110646397085,log2,64,gini,10,16384
0.762320410066,0.128440868323,log2,512,gini,10,16384
0.600286660145,0.0162898779342,log2,1024,gini,10,16384
0.708557556928,0.112004407246,log2,2048,gini,10,16384
0.636387442754,0.0325539786577,log2,4096,gini,10,16384
0.621001988297,0.112075045153,log2,8192,gini,10,16384
0.715113005538,0.0882373233194,log2,16384,gini,10,16384
0.972416720785,0.000727087996428,None,2,gini,11,2
0.971318054461,0.000973302815989,None,16,gini,11,2
0.967264519162,0.000365738412339,None,64,gini,11,2
