n,taining_data_set,cross_validation
1,1.0,0.922455835206
2,0.943185311461,0.933256817032
3,0.955143735043,0.919122774369
4,0.929644498667,0.927210148468
5,0.937573520762,0.914186589392
6,0.920427976734,0.920358977471
7,0.926770937262,0.911083604061
8,0.913740599891,0.916058837353
9,0.9180332661,0.908482765823
10,0.908749032979,0.912517350216
11,0.911847898988,0.905511403468
12,0.903258816121,0.908050496925
13,0.907343777299,0.902633223639
14,0.89979513481,0.906364080312
