mean_score,std dev score,alpha,fit_prior
0.0,0.0,0.0,True
0.0,0.0,0.0,False
0.544561295892,0.000927760250695,0.5,True
0.544561295892,0.000927760250695,0.5,False
0.544549059588,0.000925451737051,1.0,True
0.544549059588,0.000925451737051,1.0,False
