mean_score,std dev score,alpha,fit_prior
0.0,0.0,0.0,True
0.0,0.0,0.0,False
0.916817210696,0.0056703552341,0.5,True
0.916817210696,0.0056703552341,0.5,False
0.9162537331,0.00578563330295,1.0,True
0.9162537331,0.00578563330295,1.0,False
