n,taining_data_set,cross_validation
1,1.0,0.922018518519
2,0.962351851852,0.911222222222
3,0.956092592593,0.917185185185
4,0.943148148148,0.911703703704
5,0.939925925926,0.911185185185
6,0.932,0.907462962963
7,0.929703703704,0.907333333333
8,0.924203703704,0.904166666667
9,0.922018518519,0.903740740741
10,0.918425925926,0.901074074074
11,0.916462962963,0.900259259259
12,0.913037037037,0.897185185185
13,0.912296296296,0.897074074074
14,0.909166666667,0.895907407407
